Genome ID,Genome Name,Organism Name,NCBI Taxon ID,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Other Typing,Culture Collection,Type Strain,Completion Date,Publication,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,RefSeq Accessions,Sequencing Centers,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosomes,Plasmids,Contigs,Genome Length,GC Content,PATRIC CDS,RefSeq CDS,Isolation Site,Isolation Source,Isolation Comments,Collection Date,Isolation Country,Geographic Location,Latitude,Longitude,Altitude,Depth,Other Environmental,Host Name,Host Gender,Host Age,Host Health,Body Sample Site,Body Sample Subsite,Other Clinical,AntiMicrobial Resistance,AntiMicrobial Resistance Evidence,Gram Stain,Cell Shape,Motility,Sporulation,Temperature Range,Optimal Temperature,Salinity,Oxygen Requirement,Habitat,Disease,Comments,Additional Metadata,Coarse Consistency,Fine Consistency,Checkm Completeness,Checkm Contamination,Genome Quality Flags,Genome Quality,Date Inserted,Date Modified
"1049984.3","Leptospira santarosai str. MOR084","Leptospira santarosai str. MOR084",1049984,"WGS","MOR084",,,,"MLST.Leptospira_spp_2.172",," ",,"2012-01-24T00:00:00Z",,"PRJNA74165","SAMN02436420","GCA_000244735.3",,"AHON00000000","-","J. Craig Venter Institute","WGS","454",,,,,120,3889413,41.8,4625,,,,,,"Peru","Peru: Iquitos",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"-",,98.7,94,94,7.8,,"Good","2014-12-08T22:11:59.271Z","2015-03-16T03:17:09.594Z"
"1049985.3","Leptospira santarosai str. ZUN179","Leptospira santarosai str. ZUN179",1049985,"WGS","ZUN179",,,,"MLST.Leptospira_spp_2.174",," ",,"2012-01-24T00:00:00Z",,"PRJNA74171","SAMN02436422","GCA_000244795.3",,"AHOQ00000000","-","J. Craig Venter Institute","WGS","454",,,,,709,3602954,42.2,4306,,,,,,"Peru","Peru: Zungarococha village, Iquitos",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"-",,96.7,91.9,92,8,,"Good","2014-12-08T22:11:59.288Z","2015-03-16T03:17:09.594Z"
"1055528.4","Helicobacter pylori Puno120","Helicobacter pylori Puno120",1055528,"Complete","Puno120",,,,,,,,"2011-08-26T00:00:00Z",,"PRJNA69917","SAMN02604320","GCA_000224535.1",,"CP002981,CP002980","NC_017378.1,NC_017377.1","Genome Sequencing Center (GSC) at Washington University (WashU) School of Medicine","unfinished",,,,1,1,2,1637762,38.9,1612,1540,,,,,,,,,,,,,,,,,,,,,,,,,,"-",,,,,"Clinical isolate from gastric antrum from Amerindian resident of Puno region in Peru",,99.6,98.8,99.8,0.6,,"Good","2014-12-08T22:11:45.345Z","2015-03-16T03:17:09.594Z"
"1055528.7","Helicobacter pylori Puno120",,1055528,"Plasmid","Puno120",,,,,,,,"2016-07-25T00:00:00Z",,"PRJNA69917","SAMN02604320","GCA_000224535.1",,"CP002981",,"Washington University Medical School",,,,,,1,1,12783,35.77,21,15,,"Amerindian gastritis patient",,,"Peru","Peru: Puno region village in Peruvian Andes",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Clinical isolate from gastric antrum from Amerindian resident of Puno region in Peru",,,,,,,,"2017-12-29T22:02:19.317Z","2017-12-29T22:02:19.317Z"
"1055529.4","Helicobacter pylori Puno135","Helicobacter pylori Puno135",1055529,"Complete","Puno135",,,,"MLST.Helicobacter_pylori.3042",,,,"2011-08-26T00:00:00Z",,"PRJNA69919","SAMN02604321","GCA_000224555.1",,"CP002982","NC_017379.1","Genome Sequencing Center (GSC) at Washington University (WashU) School of Medicine","unfinished",,,,1,,1,1646139,38.82,1616,1573,,,,,,,,,,,,,,,,,,,,,,,,,,"-",,,,,"Clinical isolate from gastric antrum from Amerindian resident of Puno region in Peru",,99.8,99.3,100,,,"Good","2014-12-08T22:11:45.353Z","2015-03-16T03:17:09.594Z"
"1085538.3","Leptospira interrogans serovar Bataviae str. HAI135","Leptospira interrogans serovar Bataviae str. HAI135",1085538,"WGS","HAI135","serovar Bataviae",,,"MLST.Leptospira_spp_3.137",," ",,"2012-01-24T00:00:00Z",,"PRJNA74155","SAMN00739254","GCA_000244635.3","SRR353199,SRR353200","AHOI00000000","-","J. Craig Venter Institute","WGS","454",,,,,755,4468200,35.8,6033,,,,,,"Peru","Peru: Hospital Apoyo, Iquitos",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"-;many frameshifted proteins",,97.6,84.9,91.7,30.5,,"Good","2014-12-08T22:11:56.521Z","2015-03-16T03:17:09.594Z"
"1085540.3","Leptospira noguchii serovar Autumnalis str. ZUN142","Leptospira noguchii serovar Autumnalis str. ZUN142",1085540,"WGS",,"serovar Autumnalis",,,"MLST.Leptospira_spp.167,MLST.Leptospira_spp_2.183",," ",,"2012-01-24T00:00:00Z",,"PRJNA74169","SAMN02436382","GCA_000244775.3",,"AHOP00000000","-","J. Craig Venter Institute","WGS",,,,,,93,4852613,35.5,5857,,,,,,"Peru","Peru: Zungarococha village, Iquitos",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"-",,99,90.9,100,16.3,,"Good","2014-12-08T22:11:58.974Z","2015-03-16T03:17:09.594Z"
"1124478.9","Vibrio cholerae O1 str. C6706",,1124478,"WGS","C6706",,,,"MLST.Vibrio_cholerae.69",,,,"2011-12-12T00:00:00Z","22099115","PRJNA73589","SAMN00765528","GCF_000237785.1",,"AHGQ01000000",,"Public Health Agency of Canada",,"454 GS FLX-Titanium; Illumina GAIIe","384x","Newbler v. 2.5.3; CLC Genomics Workbench",,,80,4001202,47.45,3741,,,"stool sample from patient with cholera","is from Haiti - October 2010","1991","Peru","Peru",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Comparative genomics of Vibrio cholerae from Haiti, Asia, and Africa. This project includes the complete genome sequence (both chromosomes) of a single isolate (2010EL-1786) as well as WGS shotgun data (assembled contigs) from an additional 22 isolates. The Vibrio cholerae 2010EL-1786 clinical isolate is from Haiti - October 2010.",,99.9,99.6,100,,,"Good","2016-01-17T15:28:43.522Z","2016-01-17T15:28:43.522Z"
"1134687.16","Klebsiella michiganensis strain 3T412C",,1134687,"WGS","3T412C",,,,"MLST.Klebsiella_oxytoca.50",,,,"2017-05-09T00:00:00Z",,"PRJNA352878","SAMN06006480","GCA_002119875.1",,"MPJL00000000",,"Universidad Nacional Mayor de San Marcos",,"Illumina HiSeq","133.0x","A5-pipeline v. MAY-2014",,,120,6208338,55.72,6153,5728,,"soil",,"15-Nov-2010","Peru","Peru: Tumbes",,,,"10 cm","env_biome:soil",,,,,,,,,,,,,,,,,,,,"Klebsiella michiganensis 3T412C, this are capable to growth in a Minimal Medium with 60 mg/L of TNT as only nitrogen source. TNT concentration in the culture was quantified by High-Performance Liquid Chromatography. Klebsiella michiganensis 3T412C showed 97,94% of TNT percentage degradation after 24 hours.",,99.5,97.2,100,1.1,,"Good","2017-05-29T12:28:32.963Z","2017-05-29T12:28:32.963Z"
"1159617.4","Yersinia pestis INS","Yersinia pestis INS",1159617,"WGS","INS",,,,"MLST.Yersinia_spp.79",,,,"2012-11-09T00:00:00Z","23469360","PRJNA169908","SAMN02403946","GCA_000311885.1",,"AMQL00000000","-","Instituto Nacional de Salud","WGS","SOLiD 3 plus","250x","Bowtie v. 2.0",,,18,4651700,47.63,4448,4212,,"recent outbreak of pneumonic plague","isolated from a recent outbreak of pneumonic plague in Trujillo","2010","Peru","Trujillo,Peru",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"The plague is a zoonotic disease caused by the bacterium Yersinia pestis which when untreated can kill up to 60% of infected patients. A strain of Y. pestis was isolated from a recent outbreak of pneumonic plague in Trujillo.",,99.5,98.4,100,,,"Good","2014-12-08T22:13:51.293Z","2015-03-16T03:17:09.594Z"
"1163739.3","Helicobacter pylori Shi417","Helicobacter pylori Shi417",1163739,"Complete","Shi417",,,,"MLST.Helicobacter_pylori.3046",,,,"2012-04-19T00:00:00Z",,"PRJNA94345","SAMN02603193","GCA_000277365.1",,"CP003472.1","NC_017739.1","Dept. Molec. Microbiology, Washington University Medical School in Saint Louis","complete",,,,1,,1,1665719,38.8,1638,1548,,,,,"Peru","Peru: Shimaa",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,"Commensal","To compare genomes of Helicobacter pylori, to study their evolution and migration patterns in different human populations.  Helicobacter pylori strain from Amerindian volunteer from remote Shimaa village in Amazon region in Peru.",,99.7,99.2,100,0.3,,"Good","2014-12-08T22:11:46.287Z","2015-03-16T03:17:09.594Z"
"1163740.3","Helicobacter pylori Shi112","Helicobacter pylori Shi112",1163740,"Complete","Shi112",,,,"MLST.Helicobacter_pylori.3044",,,,"2012-04-19T00:00:00Z",,"PRJNA94347","SAMN02603194","GCA_000277405.1",,"CP003474.1","NC_017741.1","Dept. Molec. Microbiology, Washington University Medical School in Saint Louis","complete",,,,1,,1,1663456,38.8,1654,1564,,,,,"Peru","Peru: Shimaa",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,"Commensal","To compare genomes of Helicobacter pylori, study their evolution and migration patterns in different human populations.  Helicobacter pylori strain from Amerindian volunteer from remote Shimaa village in Amazon region in Peru.",,99.8,99,100,,,"Good","2014-12-08T22:11:46.269Z","2015-03-16T03:17:09.594Z"
"1163741.3","Helicobacter pylori Shi169","Helicobacter pylori Shi169",1163741,"Complete","Shi169",,,,"MLST.Helicobacter_pylori.3045",,,,"2012-04-19T00:00:00Z",,"PRJNA94507","SAMN02603195","GCA_000277385.1",,"CP003473.1","NC_017740.1","Dept. Molec. Microbiology, Washington University Medical School in Saint Louis","complete",,,,1,,1,1616909,38.9,1604,1525,,,,,"Peru","Peru: Shimaa",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,"Commensal","To compare genomes of Helicobacter pylori, to study their evolution and migration patterns in different human populations.  Helicobacter pylori strain from Amerindian volunteer from remote Shimaa village in Amazon region in Peru.",,99.8,99.6,99.1,,,"Good","2014-12-08T22:11:46.277Z","2015-03-16T03:17:09.594Z"
"1163742.3","Helicobacter pylori PeCan18","Helicobacter pylori PeCan18",1163742,"Complete","PeCan18",,,,"MLST.Helicobacter_pylori.3028",,,,"2012-04-19T00:00:00Z",,"PRJNA95275","SAMN02603196","GCA_000277425.1",,"CP003475.1","NC_017742.1","Dept. Molec. Microbiology, Washington University Medical School in Saint Louis","complete",,,,1,,1,1660685,39,1633,1495,,"gastric antrum from resident of Lima, Peru","isolate from gastric antrum from resident of Lima, Peru",,"Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,"Commensal","To compare genomes of Helicobacter pylori, to study their evolution and migration patterns in different human populations.  Clinical isolate from gastric antrum from resident of Lima, Peru.",,99.6,99.2,100,0.6,,"Good","2014-12-08T22:11:45.328Z","2015-03-16T03:17:09.594Z"
"1193041.3","Leptospira interrogans str. HAI1536","Leptospira interrogans str. HAI1536",1193041,"WGS","HAI1536","serovar undetermined",,,"MLST.Leptospira_spp_2.136",," ",,"2012-10-17T00:00:00Z",,"PRJNA167257","SAMN02436491","GCA_000306635.2",,"AKWD00000000","-","J. Craig Venter Institute","WGS","454 Titanium","13.77x","Celera Assembler v. 6.1",,,505,4647137,35.4,5198,,,"Homo sapiens","isolated in Hospital Apoyo, Iquitos, Peru from a Homo sapiens","2010","Peru","Peru: Iquitos: Hospital Apoyo",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Leptospira interrogans serovar undetermined str. HAI1536 was isolated in Hospital Apoyo, Iquitos, Peru from a Homo sapiens.",,97.9,92.3,97.2,13.5,,"Good","2014-12-08T22:11:58.408Z","2015-03-16T03:17:09.594Z"
"1193059.3","Leptospira santarosai str. CBC1416","Leptospira santarosai str. CBC1416",1193059,"WGS","serovar undetermined str. CBC1416","serovar undetermined",,,"MLST.Leptospira_spp_2.162",," ",,"2012-10-17T00:00:00Z",,"PRJNA167256","SAMN01036871","GCA_000306615.2","SRR504194,SRR504195","AKWE00000000","-","J. Craig Venter Institute","WGS","454 Titanium","15.41x","Celera Assembler v. 6.1",,,195,3976263,41.95,4565,,,"Bos primigenius","isolated in a slaughterhouse in Iquitos, Peru from a Bos primigenius","2010","Peru","Peru: Iquitos",,,,,,"Aurochs, Bos primigenius",,,,,,,,,,,,,,,,,,,"Leptospira santarosai serovar undetermined str. CBC1416 was isolated in a slaughterhouse in Iquitos, Peru from a Bos primigenius.;many frameshifted proteins",,99.3,95.9,99,4.8,,"Good","2014-12-08T22:11:59.172Z","2015-03-16T03:17:09.594Z"
"1193060.3","Leptospira santarosai str. HAI1594","Leptospira santarosai str. HAI1594",1193060,"WGS","HAI1594","serovar undetermined",,,"MLST.Leptospira_spp.17,MLST.Leptospira_spp_2.47,MLST.Leptospira_spp_3.2",," ",,"2012-10-17T00:00:00Z",,"PRJNA167258","SAMN02436413","GCA_000306655.2",,"AKWC00000000","-","J. Craig Venter Institute","WGS","454 GS-FLX Titanium; Illumina GAIIx","62.4x","Celera Assembler v. 7.0",,,41,4608233,35.01,5132,4377,,"Homo sapiens","isolated in Hospital Apoyo, Iquitos, Peru from a Homo sapiens",,"Peru","Peru: Hospital Apoyo, Iquitos",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Leptospira santarosai serovar undetermined str. HAI1594 was isolated in Hospital Apoyo, Iquitos, Peru from a Homo sapiens.",,99.4,99.3,100,0.7,,"Good","2014-12-08T22:11:59.243Z","2015-03-16T03:17:09.594Z"
"1206782.3","Bartonella bacilliformis INS","Bartonella bacilliformis INS",1206782,"WGS","INS",,,,"MLST.Bartonella_bacilliformis.1",," ",,"2012-11-09T00:00:00Z","23409255","PRJNA170060","SAMN02470056","GCA_000311905.1",,"AMQK00000000","-","Instituto Nacional de Salud","WGS","SOLiD 3 Plus","700x","Bowtie v. 2.0",,,20,1444107,38.26,1352,1244,,"blood",,"2010","Peru","Peru",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,"Bartonellosis","Bartonellosis, or Carrion¿¿¿s disease, is caused by  Bartonella bacilliformis, has long been recognized in the Andean region of South America, particularly in the high  valleys lining the western side of the cordillera in central Peru. Carrion¿¿¿s disease has two different clinical phases. During the phase also called ¿¿¿Oroya fever¿¿¿, B. bacilliformis  invades red blood cells and produces severe hemolytic anemia. The chronic phase, also known as ¿¿¿verruga peruana¿¿¿, is characterized by skin nodules and mulaire lesions, which usually bleed and leads to fibrosis. The complete genome sequencing of  B. bacilliformis  strain INS will provide insight into the genes involved in virulence,  moreover specific  genes  from B.  bacilliformis that could be useful in  the development of vaccines to achieve protection against Carrion¿¿¿s disease.",,99.9,99.8,100,,,"Good","2014-12-08T22:10:25.407Z","2015-03-16T03:17:09.594Z"
"1207544.3","Streptococcus parauberis KRS-02109","Streptococcus parauberis KRS-02109",1207544,"WGS","KRS-02109",,,,,," ",,"2013-03-01T00:00:00Z",,"PRJNA170161","SAMN02469869","GCA_000342505.1",,"ALWR00000000","-","Gyeongsang National University","WGS","454; Illumina GAIIx","71.6x","Newbler v. 2.6",,,5,2046538,35.4,2041,2053,,"diseased olive flounder at commercial aquaculture farm","isolated from diseased flounder in Japan","2002","Peru","Japan",,,,,,"Olive flounder, Paralichthys olivaceus",,,,,,,,,,,,,,,,,,,"Streptococcus parauberis (KRS-02109) isolated from diseased flounder in Japan.",,99,98,99,2.1,,"Good","2014-12-08T22:13:32.611Z","2015-03-16T03:17:09.594Z"
"1218583.3","Leptospira kirschneri str. MMD1493","Leptospira kirschneri str. MMD1493",1218583,"WGS","MMD1493",,,,"MLST.Leptospira_spp_2.142",," ",,"2013-03-15T00:00:00Z",,"PRJNA177151","SAMN01801602","GCA_000347015.1","SRR611257","ANII00000000","-","J. Craig Venter Institute","WGS","Illumina GAIIx","62.9x","Celera Assembler v. 7.0",,,161,4289160,35.9,4438,3905,,"Phyllostomus sp","isolated in Iquitos, Peru from a Phyllostomus sp",,"Peru","Peru: Iquitos",,,,,,"Phyllostomus sp.",,,,,,,,,,,,,,,,,,,"Leptospira kirschneri str. MMD1493 was isolated in Iquitos, Peru from a Phyllostomus sp..",,98.9,98.7,98,,,"Good","2014-12-08T22:11:58.738Z","2015-03-16T03:17:09.594Z"
"1218594.3","Leptospira santarosai str. CBC1531","Leptospira santarosai str. CBC1531",1218594,"WGS","str. CBC1531",,,,,," ",,"2013-03-21T00:00:00Z",,"PRJNA177149","SAMN01919772","GCA_000348015.1","SRR711393","APGN00000000","-","J. Craig Venter Institute","WGS","Illumina GAIIx","58.4x","Celera Assembler v. 7.0",,,285,3835045,41.8,4116,3815,,"Bubalus sp","isolated in a slaughterhouse in Iquitos, Peru from a Bubalus sp",,"Peru","Peru: slaughterhouse in Iquitos",,,,,,"Bubalus sp.",,,,,,,,,,,,,,,,,,,"Leptospira santarosai str. CBC1531 was isolated in a slaughterhouse in Iquitos, Peru from a Bubalus sp..",,99.3,99,100,,,"Good","2014-12-08T22:11:59.180Z","2015-03-16T03:17:09.594Z"
"1218595.3","Leptospira santarosai str. CBC613","Leptospira santarosai str. CBC613",1218595,"WGS","CBC613",,,,"MLST.Leptospira_spp_2.166",," ",,"2013-03-15T00:00:00Z",,"PRJNA177150","SAMN01801599","GCA_000346995.1","SRR611254","ANIH00000000","-","J. Craig Venter Institute","WGS","Illumina GAIIx","60.7x","Celera Assembler v. 7.0",,,175,4459895,36.1,4656,4084,,"Bubalus sp","isolated in a slaughterhouse in Iquitos, Peru from a Bubalus sp",,"Peru","Peru: slaughterhouse in Iquitos",,,,,,"Bubalus sp.",,,,,,,,,,,,,,,,,,,"Leptospira santarosai str. CBC613 was isolated in a slaughterhouse in Iquitos, Peru from a Bubalus sp..",,99.5,99.3,100,,,"Good","2014-12-08T22:11:59.207Z","2015-03-16T03:17:09.594Z"
"1238207.3","Vibrio parahaemolyticus Peru-288","Vibrio parahaemolyticus Peru-288",1238207,"WGS","Peru-288",,,,"MLST.Vibrio_parahaemolyticus.3",," ",,"2014-01-23T00:00:00Z",,"PRJNA176642","SAMN01923801","GCA_000522065.1","SRR748211","JAII00000000","-","IGS","WGS","Illumina","174.16x","Velvet v. 1.2.08",,,143,5185651,45.3,4765,4844,,"stool",,"2001","Peru","Peru",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Comparative Genomics of Vibrio parahaemolyticus: Emergence of pandemic clones and their implication to human health.",,99.7,99.4,100,,,"Good","2014-12-08T22:13:47.065Z","2015-03-16T03:17:09.594Z"
"1245.122","Leuconostoc mesenteroides strain CECT 9266",,1245,"WGS","CECT 9266",,,,,,,,"2018-03-15T00:00:00Z",,"PRJEB24710","SAMEA104569776","GCA_900312985.1",,"OMPP01000000",,"UVEG",,,,,,,44,2106132,37.688805,2139,2083,,"tocosh, Peruvian traditional fermented potatoes, and has been investigated for its high biotechnological potential","isolated from tocosh, Peruvian traditional fermented potatoes, and has been investigated for its high biotechnological potential in the frame of project Microandes that targeted traditional fermented Andean products of vegetal origin","2013","Peru","Peru",,,,,"env_biome:Temperature variation between day and night. Highlands of Central Peruvian Andes",,,,,,,,,,,,,,,,,,,,"Leuconostoc mesenteroides CECT 9217 was isolated from tocosh, Peruvian traditional fermented potatoes, and has been investigated for its high biotechnological potential in the frame of project Microandes that targeted traditional fermented Andean products of vegetal origin.",,100,99.9,100,,,"Good","2018-05-30T09:50:02.033Z","2018-05-30T09:50:02.033Z"
"1245.123","Leuconostoc mesenteroides strain CECT 9217",,1245,"WGS","CECT 9217",,,,,,,,"2018-03-01T00:00:00Z",,"PRJEB24702","SAMEA104569583","GCA_900290445.1",,"OKRL01000000",,"UVEG",,,,,,,13,2022188,37.674736,2011,1972,,"tocosh, Peruvian traditional fermented potatoes, and has been investigated for its high biotechnological potential","isolated from tocosh, Peruvian traditional fermented potatoes, and has been investigated for its high biotechnological potential in the frame of project Microandes that targeted traditional fermented Andean products of vegetal origin","2013","Peru","Peru",,,,,"env_biome:2500 m above sea level. Temperature variation between day and night. Highlands of Central Peruvian Andes",,,,,,,,,,,,,,,,,,,,"Leuconostoc mesenteroides CECT 9217 was isolated from tocosh, Peruvian traditional fermented potatoes, and has been investigated for its high biotechnological potential in the frame of project Microandes that targeted traditional fermented Andean products of vegetal origin.",,100,99.9,100,,,"Good","2018-05-30T10:02:14.477Z","2018-05-30T10:02:14.477Z"
